source;source_name;target;target_name;relationship;type
nm4004793;Letitia Wright;nm6328300;Winston Duke;1;undirected
nm4004793;Letitia Wright;nm1250791;Sterling K. Brown;1;undirected
nm4004793;Letitia Wright;nm0000291;Angela Bassett;1;undirected
nm6328300;Winston Duke;nm1250791;Sterling K. Brown;1;undirected
nm6328300;Winston Duke;nm0000291;Angela Bassett;1;undirected
nm1250791;Sterling K. Brown;nm0000291;Angela Bassett;1;undirected
nm0262635;Chris Evans;nm0000168;Samuel L. Jackson;1;undirected
nm0262635;Chris Evans;nm0424060;Scarlett Johansson;1;undirected
nm0262635;Chris Evans;nm0000602;Robert Redford;1;undirected
nm0262635;Chris Evans;nm1659221;Sebastian Stan;1;undirected
nm0262635;Chris Evans;nm1130627;Cobie Smulders;1;undirected
nm0262635;Chris Evans;nm0342029;Frank Grillo;1;undirected
nm0262635;Chris Evans;nm0380073;Maximiliano Hernández;1;undirected
nm0262635;Chris Evans;nm0885840;Emily VanCamp;1;undirected
nm0000168;Samuel L. Jackson;nm0000602;Robert Redford;1;undirected
nm0000168;Samuel L. Jackson;nm1659221;Sebastian Stan;1;undirected
nm0000168;Samuel L. Jackson;nm1107001;Anthony Mackie;1;undirected
nm0000168;Samuel L. Jackson;nm1130627;Cobie Smulders;1;undirected
nm0000168;Samuel L. Jackson;nm0342029;Frank Grillo;1;undirected
nm0000168;Samuel L. Jackson;nm0380073;Maximiliano Hernández;1;undirected
nm0000168;Samuel L. Jackson;nm0885840;Emily VanCamp;1;undirected
nm0424060;Scarlett Johansson;nm0000602;Robert Redford;1;undirected
nm0424060;Scarlett Johansson;nm1659221;Sebastian Stan;1;undirected
nm0424060;Scarlett Johansson;nm1107001;Anthony Mackie;1;undirected
nm0424060;Scarlett Johansson;nm1130627;Cobie Smulders;1;undirected
nm0424060;Scarlett Johansson;nm0342029;Frank Grillo;1;undirected
nm0424060;Scarlett Johansson;nm0380073;Maximiliano Hernández;1;undirected
nm0424060;Scarlett Johansson;nm0885840;Emily VanCamp;1;undirected
nm0000602;Robert Redford;nm1659221;Sebastian Stan;1;undirected
nm0000602;Robert Redford;nm1107001;Anthony Mackie;1;undirected
nm0000602;Robert Redford;nm1130627;Cobie Smulders;1;undirected
nm0000602;Robert Redford;nm0342029;Frank Grillo;1;undirected
nm0000602;Robert Redford;nm0380073;Maximiliano Hernández;1;undirected
nm0000602;Robert Redford;nm0885840;Emily VanCamp;1;undirected
nm1659221;Sebastian Stan;nm1107001;Anthony Mackie;1;undirected
nm1659221;Sebastian Stan;nm1130627;Cobie Smulders;1;undirected
nm1659221;Sebastian Stan;nm0342029;Frank Grillo;1;undirected
nm1659221;Sebastian Stan;nm0380073;Maximiliano Hernández;1;undirected
nm1659221;Sebastian Stan;nm0885840;Emily VanCamp;1;undirected
nm1107001;Anthony Mackie;nm1130627;Cobie Smulders;1;undirected
nm1107001;Anthony Mackie;nm0342029;Frank Grillo;1;undirected
nm1107001;Anthony Mackie;nm0380073;Maximiliano Hernández;1;undirected
nm1107001;Anthony Mackie;nm0885840;Emily VanCamp;1;undirected
nm1130627;Cobie Smulders;nm0342029;Frank Grillo;1;undirected
nm1130627;Cobie Smulders;nm0380073;Maximiliano Hernández;1;undirected
nm1130627;Cobie Smulders;nm0885840;Emily VanCamp;1;undirected
nm0342029;Frank Grillo;nm0885840;Emily VanCamp;1;undirected
nm0380073;Maximiliano Hernández;nm0885840;Emily VanCamp;1;undirected
nm1165110;Chris Hemsworth;nm0000204;Natalie Portman;1;undirected
nm1165110;Chris Hemsworth;nm1089991;Tom Hiddleston;1;undirected
nm1165110;Chris Hemsworth;nm0001745;Stellan Skarsgård;1;undirected
nm1165110;Chris Hemsworth;nm0000164;Anthony Hopkins;1;undirected
nm1165110;Chris Hemsworth;nm0001172;Christopher Eccleston;1;undirected
nm1165110;Chris Hemsworth;nm1526352;Jaimie Alexander;1;undirected
nm1165110;Chris Hemsworth;nm1157048;Zachary Levi;1;undirected
nm1165110;Chris Hemsworth;nm0829032;Ray Stevenson;1;undirected
nm1165110;Chris Hemsworth;nm0038355;Tadanobu Asano;1;undirected
nm0000204;Natalie Portman;nm1089991;Tom Hiddleston;1;undirected
nm0000204;Natalie Portman;nm0001745;Stellan Skarsgård;1;undirected
nm0000204;Natalie Portman;nm0000164;Anthony Hopkins;1;undirected
nm0000204;Natalie Portman;nm0001172;Christopher Eccleston;1;undirected
nm0000204;Natalie Portman;nm1526352;Jaimie Alexander;1;undirected
nm0000204;Natalie Portman;nm1157048;Zachary Levi;1;undirected
nm0000204;Natalie Portman;nm0829032;Ray Stevenson;1;undirected
nm0000204;Natalie Portman;nm0038355;Tadanobu Asano;1;undirected
nm1089991;Tom Hiddleston;nm0001745;Stellan Skarsgård;1;undirected
nm1089991;Tom Hiddleston;nm0000164;Anthony Hopkins;1;undirected
nm1089991;Tom Hiddleston;nm0001172;Christopher Eccleston;1;undirected
nm1089991;Tom Hiddleston;nm1526352;Jaimie Alexander;1;undirected
nm1089991;Tom Hiddleston;nm1157048;Zachary Levi;1;undirected
nm1089991;Tom Hiddleston;nm0829032;Ray Stevenson;1;undirected
nm1089991;Tom Hiddleston;nm0038355;Tadanobu Asano;1;undirected
nm0001745;Stellan Skarsgård;nm0000164;Anthony Hopkins;1;undirected
nm0001745;Stellan Skarsgård;nm0001172;Christopher Eccleston;1;undirected
nm0001745;Stellan Skarsgård;nm1526352;Jaimie Alexander;1;undirected
nm0001745;Stellan Skarsgård;nm1157048;Zachary Levi;1;undirected
nm0001745;Stellan Skarsgård;nm0829032;Ray Stevenson;1;undirected
nm0001745;Stellan Skarsgård;nm0038355;Tadanobu Asano;1;undirected
nm0000164;Anthony Hopkins;nm0001172;Christopher Eccleston;1;undirected
nm0000164;Anthony Hopkins;nm1526352;Jaimie Alexander;1;undirected
nm0000164;Anthony Hopkins;nm1157048;Zachary Levi;1;undirected
nm0000164;Anthony Hopkins;nm0829032;Ray Stevenson;1;undirected
nm0000164;Anthony Hopkins;nm0038355;Tadanobu Asano;1;undirected
nm0001172;Christopher Eccleston;nm1526352;Jaimie Alexander;1;undirected
nm0001172;Christopher Eccleston;nm1157048;Zachary Levi;1;undirected
nm0001172;Christopher Eccleston;nm0829032;Ray Stevenson;1;undirected
nm0001172;Christopher Eccleston;nm0038355;Tadanobu Asano;1;undirected
nm1526352;Jaimie Alexander;nm1157048;Zachary Levi;1;undirected
nm1526352;Jaimie Alexander;nm0829032;Ray Stevenson;1;undirected
nm1526352;Jaimie Alexander;nm0038355;Tadanobu Asano;1;undirected
nm1157048;Zachary Levi;nm0829032;Ray Stevenson;1;undirected
nm1157048;Zachary Levi;nm0038355;Tadanobu Asano;1;undirected
nm0829032;Ray Stevenson;nm0038355;Tadanobu Asano;1;undirected
nm0695435;Chris Pratt;nm0004874;Vin Diesel;1;undirected
nm0695435;Chris Pratt;nm0177896;Bradley Cooper;1;undirected
nm0695435;Chris Pratt;nm0757855;Zoe Saldana;1;undirected
nm0695435;Chris Pratt;nm1176985;Dave Bautista;1;undirected
nm0695435;Chris Pratt;nm1195855;Lee Pace;1;undirected
nm0695435;Chris Pratt;nm0740264;Michael Rooker;1;undirected
nm0695435;Chris Pratt;nm2394794;Karen Gillan;1;undirected
nm0695435;Chris Pratt;nm0005023;Djimon Hounsou;1;undirected
nm0695435;Chris Pratt;nm0000604;John C. Reilly;1;undirected
nm0004874;Vin Diesel;nm0177896;Bradley Cooper;1;undirected
nm0004874;Vin Diesel;nm0757855;Zoe Saldana;1;undirected
nm0004874;Vin Diesel;nm1195855;Lee Pace;1;undirected
nm0004874;Vin Diesel;nm0740264;Michael Rooker;1;undirected
nm0004874;Vin Diesel;nm2394794;Karen Gillan;1;undirected
nm0004874;Vin Diesel;nm0005023;Djimon Hounsou;1;undirected
nm0004874;Vin Diesel;nm0000604;John C. Reilly;1;undirected
nm0177896;Bradley Cooper;nm1176985;Dave Bautista;1;undirected
nm0177896;Bradley Cooper;nm1195855;Lee Pace;1;undirected
nm0177896;Bradley Cooper;nm0740264;Michael Rooker;1;undirected
nm0177896;Bradley Cooper;nm2394794;Karen Gillan;1;undirected
nm0177896;Bradley Cooper;nm0005023;Djimon Hounsou;1;undirected
nm0177896;Bradley Cooper;nm0000604;John C. Reilly;1;undirected
nm0757855;Zoe Saldana;nm1176985;Dave Bautista;1;undirected
nm0757855;Zoe Saldana;nm1195855;Lee Pace;1;undirected
nm0757855;Zoe Saldana;nm2394794;Karen Gillan;1;undirected
nm0757855;Zoe Saldana;nm0005023;Djimon Hounsou;1;undirected
nm0757855;Zoe Saldana;nm0000604;John C. Reilly;1;undirected
nm1176985;Dave Bautista;nm1195855;Lee Pace;1;undirected
nm1176985;Dave Bautista;nm0740264;Michael Rooker;1;undirected
nm1176985;Dave Bautista;nm0005023;Djimon Hounsou;1;undirected
nm1176985;Dave Bautista;nm0000604;John C. Reilly;1;undirected
nm1195855;Lee Pace;nm0740264;Michael Rooker;1;undirected
nm1195855;Lee Pace;nm2394794;Karen Gillan;1;undirected
nm1195855;Lee Pace;nm0005023;Djimon Hounsou;1;undirected
nm1195855;Lee Pace;nm0000604;John C. Reilly;1;undirected
nm0740264;Michael Rooker;nm2394794;Karen Gillan;1;undirected
nm0740264;Michael Rooker;nm0005023;Djimon Hounsou;1;undirected
nm0740264;Michael Rooker;nm0000604;John C. Reilly;1;undirected
nm2394794;Karen Gillan;nm0005023;Djimon Hounsou;1;undirected
nm2394794;Karen Gillan;nm0000604;John C. Reilly;1;undirected
nm0005023;Djimon Hounsou;nm0000604;John C. Reilly;1;undirected
nm4043618;Tom Holland;nm0000474;Michael Keaton;1;undirected
nm4043618;Tom Holland;nm0000375;Robert Downey Jr.;1;undirected
nm4043618;Tom Holland;nm0000673;Marisa Tomei;1;undirected
nm4043618;Tom Holland;nm0269463;Jon Favreau;1;undirected
nm4043618;Tom Holland;nm0000569;Gwyneth Paltrow;1;undirected
nm4043618;Tom Holland;nm3918035;Zendaya;1;undirected
nm4043618;Tom Holland;nm2255973;Donald Glover;1;undirected
nm4043618;Tom Holland;nm8188622;Jacob Batalon;1;undirected
nm4043618;Tom Holland;nm5637553;Laura Harrier;1;undirected
nm0000474;Michael Keaton;nm0000375;Robert Downey Jr.;1;undirected
nm0000474;Michael Keaton;nm0000673;Marisa Tomei;1;undirected
nm0000474;Michael Keaton;nm0269463;Jon Favreau;1;undirected
nm0000474;Michael Keaton;nm0000569;Gwyneth Paltrow;1;undirected
nm0000474;Michael Keaton;nm3918035;Zendaya;1;undirected
nm0000474;Michael Keaton;nm2255973;Donald Glover;1;undirected
nm0000474;Michael Keaton;nm8188622;Jacob Batalon;1;undirected
nm0000474;Michael Keaton;nm5637553;Laura Harrier;1;undirected
nm0000375;Robert Downey Jr.;nm0000673;Marisa Tomei;1;undirected
nm0000375;Robert Downey Jr.;nm0269463;Jon Favreau;1;undirected
nm0000375;Robert Downey Jr.;nm0000569;Gwyneth Paltrow;1;undirected
nm0000375;Robert Downey Jr.;nm3918035;Zendaya;1;undirected
nm0000375;Robert Downey Jr.;nm2255973;Donald Glover;1;undirected
nm0000375;Robert Downey Jr.;nm8188622;Jacob Batalon;1;undirected
nm0000375;Robert Downey Jr.;nm5637553;Laura Harrier;1;undirected
nm0000673;Marisa Tomei;nm0269463;Jon Favreau;1;undirected
nm0000673;Marisa Tomei;nm0000569;Gwyneth Paltrow;1;undirected
nm0000673;Marisa Tomei;nm3918035;Zendaya;1;undirected
nm0000673;Marisa Tomei;nm2255973;Donald Glover;1;undirected
nm0000673;Marisa Tomei;nm8188622;Jacob Batalon;1;undirected
nm0000673;Marisa Tomei;nm5637553;Laura Harrier;1;undirected
nm0269463;Jon Favreau;nm0000569;Gwyneth Paltrow;1;undirected
nm0269463;Jon Favreau;nm3918035;Zendaya;1;undirected
nm0269463;Jon Favreau;nm2255973;Donald Glover;1;undirected
nm0269463;Jon Favreau;nm8188622;Jacob Batalon;1;undirected
nm0269463;Jon Favreau;nm5637553;Laura Harrier;1;undirected
nm0000569;Gwyneth Paltrow;nm3918035;Zendaya;1;undirected
nm0000569;Gwyneth Paltrow;nm2255973;Donald Glover;1;undirected
nm0000569;Gwyneth Paltrow;nm8188622;Jacob Batalon;1;undirected
nm0000569;Gwyneth Paltrow;nm5637553;Laura Harrier;1;undirected
nm3918035;Zendaya;nm2255973;Donald Glover;1;undirected
nm3918035;Zendaya;nm8188622;Jacob Batalon;1;undirected
nm3918035;Zendaya;nm5637553;Laura Harrier;1;undirected
nm2255973;Donald Glover;nm8188622;Jacob Batalon;1;undirected
nm2255973;Donald Glover;nm5637553;Laura Harrier;1;undirected
nm8188622;Jacob Batalon;nm5637553;Laura Harrier;1;undirected
nm0000375;Robert Downey Jr.;nm0262635;Chris Evans;1;undirected
nm0000375;Robert Downey Jr.;nm0749263;Mark Ruffalo;1;undirected
nm0000375;Robert Downey Jr.;nm1165110;Chris Hemsworth;1;undirected
nm0000375;Robert Downey Jr.;nm0719637;Jeremy Renner;1;undirected
nm0000375;Robert Downey Jr.;nm0000652;James Spader;1;undirected
nm0000375;Robert Downey Jr.;nm0000168;Samuel L. Jackson;1;undirected
nm0000375;Robert Downey Jr.;nm0000332;Don Cheadle;1;undirected
nm0000375;Robert Downey Jr.;nm1093951;Aaron Taylor-Johnson;1;undirected
nm0262635;Chris Evans;nm0749263;Mark Ruffalo;1;undirected
nm0262635;Chris Evans;nm1165110;Chris Hemsworth;1;undirected
nm0262635;Chris Evans;nm0424060;Scarlett Johansson;1;undirected
nm0262635;Chris Evans;nm0719637;Jeremy Renner;1;undirected
nm0262635;Chris Evans;nm0000652;James Spader;1;undirected
nm0262635;Chris Evans;nm0000168;Samuel L. Jackson;1;undirected
nm0262635;Chris Evans;nm0000332;Don Cheadle;1;undirected
nm0262635;Chris Evans;nm1093951;Aaron Taylor-Johnson;1;undirected
nm0749263;Mark Ruffalo;nm1165110;Chris Hemsworth;1;undirected
nm0749263;Mark Ruffalo;nm0424060;Scarlett Johansson;1;undirected
nm0749263;Mark Ruffalo;nm0719637;Jeremy Renner;1;undirected
nm0749263;Mark Ruffalo;nm0000652;James Spader;1;undirected
nm0749263;Mark Ruffalo;nm0000168;Samuel L. Jackson;1;undirected
nm0749263;Mark Ruffalo;nm0000332;Don Cheadle;1;undirected
nm0749263;Mark Ruffalo;nm1093951;Aaron Taylor-Johnson;1;undirected
nm1165110;Chris Hemsworth;nm0719637;Jeremy Renner;1;undirected
nm1165110;Chris Hemsworth;nm0000652;James Spader;1;undirected
nm1165110;Chris Hemsworth;nm0000168;Samuel L. Jackson;1;undirected
nm1165110;Chris Hemsworth;nm0000332;Don Cheadle;1;undirected
nm1165110;Chris Hemsworth;nm1093951;Aaron Taylor-Johnson;1;undirected
nm0424060;Scarlett Johansson;nm0719637;Jeremy Renner;1;undirected
nm0424060;Scarlett Johansson;nm0000652;James Spader;1;undirected
nm0424060;Scarlett Johansson;nm0000168;Samuel L. Jackson;1;undirected
nm0424060;Scarlett Johansson;nm0000332;Don Cheadle;1;undirected
nm0424060;Scarlett Johansson;nm1093951;Aaron Taylor-Johnson;1;undirected
nm0719637;Jeremy Renner;nm0000652;James Spader;1;undirected
nm0719637;Jeremy Renner;nm0000168;Samuel L. Jackson;1;undirected
nm0719637;Jeremy Renner;nm0000332;Don Cheadle;1;undirected
nm0719637;Jeremy Renner;nm1093951;Aaron Taylor-Johnson;1;undirected
nm0000652;James Spader;nm0000168;Samuel L. Jackson;1;undirected
nm0000652;James Spader;nm0000332;Don Cheadle;1;undirected
nm0000652;James Spader;nm1093951;Aaron Taylor-Johnson;1;undirected
nm0000168;Samuel L. Jackson;nm0000332;Don Cheadle;1;undirected
nm0000168;Samuel L. Jackson;nm1093951;Aaron Taylor-Johnson;1;undirected
nm0000332;Don Cheadle;nm1093951;Aaron Taylor-Johnson;1;undirected
nm0424060;Scarlett Johansson;nm6073955;Florence Pugh;1;undirected
nm0424060;Scarlett Johansson;nm1092086;David Harbour;1;undirected
nm0424060;Scarlett Johansson;nm0001838;Rachel Weisz;1;undirected
nm0424060;Scarlett Johansson;nm0935653;Ray Winstone;1;undirected
nm0424060;Scarlett Johansson;nm8349839;Ever Anderson;1;undirected
nm0424060;Scarlett Johansson;nm8627157;Violet McGraw;1;undirected
nm0424060;Scarlett Johansson;nm1282966;O-T Fagbenle;1;undirected
nm0424060;Scarlett Johansson;nm0000458;William Hurt;1;undirected
nm0424060;Scarlett Johansson;nm1385871;Olga Kurylenko;1;undirected
nm6073955;Florence Pugh;nm1092086;David Harbour;1;undirected
nm6073955;Florence Pugh;nm0001838;Rachel Weisz;1;undirected
nm6073955;Florence Pugh;nm8349839;Ever Anderson;1;undirected
nm6073955;Florence Pugh;nm8627157;Violet McGraw;1;undirected
nm6073955;Florence Pugh;nm1282966;O-T Fagbenle;1;undirected
nm6073955;Florence Pugh;nm0000458;William Hurt;1;undirected
nm6073955;Florence Pugh;nm1385871;Olga Kurylenko;1;undirected
nm1092086;David Harbour;nm0001838;Rachel Weisz;1;undirected
nm1092086;David Harbour;nm0935653;Ray Winstone;1;undirected
nm1092086;David Harbour;nm8349839;Ever Anderson;1;undirected
nm1092086;David Harbour;nm8627157;Violet McGraw;1;undirected
nm1092086;David Harbour;nm1282966;O-T Fagbenle;1;undirected
nm1092086;David Harbour;nm0000458;William Hurt;1;undirected
nm1092086;David Harbour;nm1385871;Olga Kurylenko;1;undirected
nm0001838;Rachel Weisz;nm0935653;Ray Winstone;1;undirected
nm0001838;Rachel Weisz;nm8349839;Ever Anderson;1;undirected
nm0001838;Rachel Weisz;nm8627157;Violet McGraw;1;undirected
nm0001838;Rachel Weisz;nm1282966;O-T Fagbenle;1;undirected
nm0001838;Rachel Weisz;nm0000458;William Hurt;1;undirected
nm0001838;Rachel Weisz;nm1385871;Olga Kurylenko;1;undirected
nm0935653;Ray Winstone;nm8349839;Ever Anderson;1;undirected
nm0935653;Ray Winstone;nm8627157;Violet McGraw;1;undirected
nm0935653;Ray Winstone;nm1282966;O-T Fagbenle;1;undirected
nm0935653;Ray Winstone;nm0000458;William Hurt;1;undirected
nm0935653;Ray Winstone;nm1385871;Olga Kurylenko;1;undirected
nm8349839;Ever Anderson;nm8627157;Violet McGraw;1;undirected
nm8349839;Ever Anderson;nm1282966;O-T Fagbenle;1;undirected
nm8349839;Ever Anderson;nm0000458;William Hurt;1;undirected
nm8349839;Ever Anderson;nm1385871;Olga Kurylenko;1;undirected
nm8627157;Violet McGraw;nm1282966;O-T Fagbenle;1;undirected
nm8627157;Violet McGraw;nm0000458;William Hurt;1;undirected
nm8627157;Violet McGraw;nm1385871;Olga Kurylenko;1;undirected
nm1282966;O-T Fagbenle;nm0000458;William Hurt;1;undirected
nm1282966;O-T Fagbenle;nm1385871;Olga Kurylenko;1;undirected
nm0000458;William Hurt;nm1385871;Olga Kurylenko;1;undirected
nm0262635;Chris Evans;nm0000375;Robert Downey Jr.;1;undirected
nm0262635;Chris Evans;nm0424060;Scarlett Johansson;1;undirected
nm0262635;Chris Evans;nm1659221;Sebastian Stan;1;undirected
nm0262635;Chris Evans;nm0000332;Don Cheadle;1;undirected
nm0262635;Chris Evans;nm0719637;Jeremy Renner;1;undirected
nm0262635;Chris Evans;nm1569276;Chadwick Boseman;1;undirected
nm0262635;Chris Evans;nm0079273;Paul Bettany;1;undirected
nm0262635;Chris Evans;nm0647634;Elizabeth Olsen;1;undirected
nm0000375;Robert Downey Jr.;nm1659221;Sebastian Stan;1;undirected
nm0000375;Robert Downey Jr.;nm1107001;Anthony Mackie;1;undirected
nm0000375;Robert Downey Jr.;nm0000332;Don Cheadle;1;undirected
nm0000375;Robert Downey Jr.;nm0719637;Jeremy Renner;1;undirected
nm0000375;Robert Downey Jr.;nm1569276;Chadwick Boseman;1;undirected
nm0000375;Robert Downey Jr.;nm0079273;Paul Bettany;1;undirected
nm0000375;Robert Downey Jr.;nm0647634;Elizabeth Olsen;1;undirected
nm0424060;Scarlett Johansson;nm1659221;Sebastian Stan;1;undirected
nm0424060;Scarlett Johansson;nm1107001;Anthony Mackie;1;undirected
nm0424060;Scarlett Johansson;nm0000332;Don Cheadle;1;undirected
nm0424060;Scarlett Johansson;nm0719637;Jeremy Renner;1;undirected
nm0424060;Scarlett Johansson;nm1569276;Chadwick Boseman;1;undirected
nm0424060;Scarlett Johansson;nm0079273;Paul Bettany;1;undirected
nm0424060;Scarlett Johansson;nm0647634;Elizabeth Olsen;1;undirected
nm1659221;Sebastian Stan;nm1107001;Anthony Mackie;1;undirected
nm1659221;Sebastian Stan;nm0000332;Don Cheadle;1;undirected
nm1659221;Sebastian Stan;nm0719637;Jeremy Renner;1;undirected
nm1659221;Sebastian Stan;nm1569276;Chadwick Boseman;1;undirected
nm1659221;Sebastian Stan;nm0079273;Paul Bettany;1;undirected
nm1659221;Sebastian Stan;nm0647634;Elizabeth Olsen;1;undirected
nm1107001;Anthony Mackie;nm0000332;Don Cheadle;1;undirected
nm1107001;Anthony Mackie;nm0719637;Jeremy Renner;1;undirected
nm1107001;Anthony Mackie;nm1569276;Chadwick Boseman;1;undirected
nm1107001;Anthony Mackie;nm0079273;Paul Bettany;1;undirected
nm1107001;Anthony Mackie;nm0647634;Elizabeth Olsen;1;undirected
nm0000332;Don Cheadle;nm0719637;Jeremy Renner;1;undirected
nm0000332;Don Cheadle;nm1569276;Chadwick Boseman;1;undirected
nm0000332;Don Cheadle;nm0079273;Paul Bettany;1;undirected
nm0000332;Don Cheadle;nm0647634;Elizabeth Olsen;1;undirected
nm0719637;Jeremy Renner;nm1569276;Chadwick Boseman;1;undirected
nm0719637;Jeremy Renner;nm0079273;Paul Bettany;1;undirected
nm0719637;Jeremy Renner;nm0647634;Elizabeth Olsen;1;undirected
nm1569276;Chadwick Boseman;nm0079273;Paul Bettany;1;undirected
nm1569276;Chadwick Boseman;nm0647634;Elizabeth Olsen;1;undirected
nm0079273;Paul Bettany;nm0647634;Elizabeth Olsen;1;undirected
nm1165110;Chris Hemsworth;nm1089991;Tom Hiddleston;1;undirected
nm1165110;Chris Hemsworth;nm0000949;Cate Blanchett;1;undirected
nm1165110;Chris Hemsworth;nm0749263;Mark Ruffalo;1;undirected
nm1165110;Chris Hemsworth;nm0252961;Idris Elba;1;undirected
nm1165110;Chris Hemsworth;nm0000156;Jeff Goldblum;1;undirected
nm1165110;Chris Hemsworth;nm0881631;Karl Urban;1;undirected
nm1165110;Chris Hemsworth;nm0000164;Anthony Hopkins;1;undirected
nm1165110;Chris Hemsworth;nm1212722;Benedict Cumberbatch;1;undirected
nm1089991;Tom Hiddleston;nm0000949;Cate Blanchett;1;undirected
nm1089991;Tom Hiddleston;nm0749263;Mark Ruffalo;1;undirected
nm1089991;Tom Hiddleston;nm0252961;Idris Elba;1;undirected
nm1089991;Tom Hiddleston;nm0000156;Jeff Goldblum;1;undirected
nm1089991;Tom Hiddleston;nm1935086;Tessa Thompson;1;undirected
nm1089991;Tom Hiddleston;nm0881631;Karl Urban;1;undirected
nm1089991;Tom Hiddleston;nm0000164;Anthony Hopkins;1;undirected
nm1089991;Tom Hiddleston;nm1212722;Benedict Cumberbatch;1;undirected
nm0000949;Cate Blanchett;nm0749263;Mark Ruffalo;1;undirected
nm0000949;Cate Blanchett;nm0252961;Idris Elba;1;undirected
nm0000949;Cate Blanchett;nm0000156;Jeff Goldblum;1;undirected
nm0000949;Cate Blanchett;nm1935086;Tessa Thompson;1;undirected
nm0000949;Cate Blanchett;nm0881631;Karl Urban;1;undirected
nm0000949;Cate Blanchett;nm0000164;Anthony Hopkins;1;undirected
nm0749263;Mark Ruffalo;nm0252961;Idris Elba;1;undirected
nm0749263;Mark Ruffalo;nm0000156;Jeff Goldblum;1;undirected
nm0749263;Mark Ruffalo;nm1935086;Tessa Thompson;1;undirected
nm0749263;Mark Ruffalo;nm0881631;Karl Urban;1;undirected
nm0749263;Mark Ruffalo;nm0000164;Anthony Hopkins;1;undirected
nm0749263;Mark Ruffalo;nm1212722;Benedict Cumberbatch;1;undirected
nm0252961;Idris Elba;nm0000156;Jeff Goldblum;1;undirected
nm0252961;Idris Elba;nm1935086;Tessa Thompson;1;undirected
nm0252961;Idris Elba;nm0881631;Karl Urban;1;undirected
nm0252961;Idris Elba;nm0000164;Anthony Hopkins;1;undirected
nm0252961;Idris Elba;nm1212722;Benedict Cumberbatch;1;undirected
nm0000156;Jeff Goldblum;nm1935086;Tessa Thompson;1;undirected
nm0000156;Jeff Goldblum;nm0881631;Karl Urban;1;undirected
nm0000156;Jeff Goldblum;nm0000164;Anthony Hopkins;1;undirected
nm0000156;Jeff Goldblum;nm1212722;Benedict Cumberbatch;1;undirected
nm1935086;Tessa Thompson;nm0881631;Karl Urban;1;undirected
nm1935086;Tessa Thompson;nm0000164;Anthony Hopkins;1;undirected
nm1935086;Tessa Thompson;nm1212722;Benedict Cumberbatch;1;undirected
nm0881631;Karl Urban;nm0000164;Anthony Hopkins;1;undirected
nm0881631;Karl Urban;nm1212722;Benedict Cumberbatch;1;undirected
nm0000164;Anthony Hopkins;nm1212722;Benedict Cumberbatch;1;undirected
nm0695435;Chris Pratt;nm0757855;Zoe Saldana;1;undirected
nm0695435;Chris Pratt;nm1176985;Dave Bautista;1;undirected
nm0695435;Chris Pratt;nm0004874;Vin Diesel;1;undirected
nm0695435;Chris Pratt;nm0177896;Bradley Cooper;1;undirected
nm0695435;Chris Pratt;nm0740264;Michael Rooker;1;undirected
nm0695435;Chris Pratt;nm2394794;Karen Gillan;1;undirected
nm0695435;Chris Pratt;nm2962353;Pom Klementieff;1;undirected
nm0695435;Chris Pratt;nm0000230;Sylvester Stallone;1;undirected
nm0695435;Chris Pratt;nm0000621;Kurt Russell;1;undirected
nm0757855;Zoe Saldana;nm1176985;Dave Bautista;1;undirected
nm0757855;Zoe Saldana;nm0004874;Vin Diesel;1;undirected
nm0757855;Zoe Saldana;nm0177896;Bradley Cooper;1;undirected
nm0757855;Zoe Saldana;nm2394794;Karen Gillan;1;undirected
nm0757855;Zoe Saldana;nm2962353;Pom Klementieff;1;undirected
nm0757855;Zoe Saldana;nm0000230;Sylvester Stallone;1;undirected
nm0757855;Zoe Saldana;nm0000621;Kurt Russell;1;undirected
nm1176985;Dave Bautista;nm0004874;Vin Diesel;1;undirected
nm1176985;Dave Bautista;nm0177896;Bradley Cooper;1;undirected
nm1176985;Dave Bautista;nm0740264;Michael Rooker;1;undirected
nm1176985;Dave Bautista;nm2962353;Pom Klementieff;1;undirected
nm1176985;Dave Bautista;nm0000230;Sylvester Stallone;1;undirected
nm1176985;Dave Bautista;nm0000621;Kurt Russell;1;undirected
nm0004874;Vin Diesel;nm0177896;Bradley Cooper;1;undirected
nm0004874;Vin Diesel;nm0740264;Michael Rooker;1;undirected
nm0004874;Vin Diesel;nm2394794;Karen Gillan;1;undirected
nm0004874;Vin Diesel;nm2962353;Pom Klementieff;1;undirected
nm0004874;Vin Diesel;nm0000230;Sylvester Stallone;1;undirected
nm0177896;Bradley Cooper;nm0740264;Michael Rooker;1;undirected
nm0177896;Bradley Cooper;nm2394794;Karen Gillan;1;undirected
nm0177896;Bradley Cooper;nm2962353;Pom Klementieff;1;undirected
nm0177896;Bradley Cooper;nm0000230;Sylvester Stallone;1;undirected
nm0177896;Bradley Cooper;nm0000621;Kurt Russell;1;undirected
nm0740264;Michael Rooker;nm2394794;Karen Gillan;1;undirected
nm0740264;Michael Rooker;nm2962353;Pom Klementieff;1;undirected
nm0740264;Michael Rooker;nm0000230;Sylvester Stallone;1;undirected
nm0740264;Michael Rooker;nm0000621;Kurt Russell;1;undirected
nm2394794;Karen Gillan;nm2962353;Pom Klementieff;1;undirected
nm2394794;Karen Gillan;nm0000230;Sylvester Stallone;1;undirected
